pmcid,model,system,ppa,mfr,coverage,n_ann,ann_kept,n_math,math_kept,ppa_ordered,mfr_ordered,judge,n_units,fresh_tok,completion_tok,cost_cny,wellformed
2003.11021,glm-4.7,contract,82.8,100.0,100.0,460,381,31,31,100.0,98.7,,97,19224,11508,0.0384,True
2003.11021,kimi-k2.5,contract,82.8,100.0,100.0,460,381,31,31,100.0,100.0,,97,16522,20077,0.0534,True
2003.11021,minimax-m2.5,contract,83.7,100.0,100.0,460,385,31,31,100.0,99.6,,97,18963,24900,0.065,True
2011.05658,qwen3.7-plus-nothink,contract,90.4,100.0,100.0,457,413,18,18,100.0,100.0,,114,18968,11278,0.1246,True
2011.05658,qwen3-max-2026-01-23,contract,90.4,100.0,100.0,457,413,18,18,100.0,100.0,,114,18826,11123,0.152,True
2011.05658,glm-4.7,contract,89.7,100.0,100.0,457,410,18,18,99.3,100.0,,114,17957,10488,0.0353,True
2011.05658,kimi-k2.5,contract,90.6,100.0,100.0,457,414,18,18,100.0,100.0,,114,14910,18052,0.048,True
2011.05658,minimax-m2.5,contract,89.7,100.0,100.0,457,410,18,18,100.0,100.0,,114,17623,29947,0.074,True
2503.15129,qwen3.7-plus-nothink,contract,96.9,100.0,100.0,807,782,209,209,100.0,99.9,,96,17619,10180,0.1139,True
2503.15129,qwen3-max-2026-01-23,contract,96.9,100.0,100.0,807,782,209,209,100.0,99.9,,96,19085,9589,0.1379,True
2503.15129,glm-4.7,contract,96.9,100.0,100.0,807,782,209,209,100.0,99.9,,96,17919,9556,0.0334,True
2503.15129,kimi-k2.5,contract,96.9,100.0,100.0,807,782,209,209,100.0,100.0,,96,16507,10360,0.0339,True
2503.15129,minimax-m2.5,contract,96.7,99.0,100.0,807,780,209,207,100.0,99.9,,96,16463,17446,0.0481,True
